"","ERBB2","DNMT3B"
"TCGA-HP-A5MZ",NA,NA
"TCGA-HP-A5N0",NA,NA
"TCGA-K7-A5RF",NA,NA
"TCGA-K7-A5RG",NA,NA
"TCGA-K7-A6G5",NA,NA
"TCGA-K7-AAU7",NA,NA
"TCGA-KR-A7K0",NA,NA
"TCGA-KR-A7K2",NA,NA
"TCGA-KR-A7K7",NA,NA
"TCGA-KR-A7K8",NA,NA
"TCGA-LG-A6GG",NA,NA
"TCGA-LG-A9QC",NA,NA
"TCGA-LG-A9QD",NA,NA
"TCGA-MI-A75C",NA,NA
"TCGA-MI-A75E",NA,NA
"TCGA-MI-A75G",NA,NA
"TCGA-MI-A75H",NA,NA
"TCGA-MI-A75I",NA,NA
"TCGA-MR-A520",NA,NA
"TCGA-MR-A8JO",NA,NA
"TCGA-NI-A4U2",NA,NA
"TCGA-NI-A8LF",NA,NA
"TCGA-O8-A75V",NA,NA
"TCGA-PD-A5DF",NA,NA
"TCGA-QA-A7B7",NA,NA
"TCGA-RC-A6M3",NA,NA
"TCGA-RC-A6M4",NA,NA
"TCGA-RC-A6M5",NA,NA
"TCGA-RC-A6M6",NA,NA
"TCGA-RC-A7S9",NA,NA
"TCGA-RC-A7SB",NA,NA
"TCGA-RC-A7SF",NA,NA
"TCGA-RC-A7SH",NA,NA
"TCGA-RC-A7SK",NA,NA
"TCGA-RG-A7D4",NA,NA
"TCGA-T1-A6J8",NA,NA
"TCGA-UB-A7MA",NA,NA
"TCGA-UB-A7MB",NA,NA
"TCGA-UB-A7MC",NA,NA
"TCGA-UB-A7MD",NA,NA
"TCGA-UB-A7ME",NA,NA
"TCGA-UB-A7MF",NA,NA
"TCGA-UB-AA0U",NA,NA
"TCGA-UB-AA0V",NA,NA
"TCGA-WJ-A86L",NA,NA
"TCGA-WQ-A9G7",NA,NA
"TCGA-WQ-AB4B",NA,NA
"TCGA-WX-AA44",NA,NA
"TCGA-WX-AA46",NA,NA
"TCGA-WX-AA47",NA,NA
"TCGA-XR-A8TD",NA,NA
"TCGA-XR-A8TE",NA,NA
"TCGA-XR-A8TF",NA,NA
"TCGA-XR-A8TG",NA,NA
"TCGA-YA-A8S7",NA,NA
"TCGA-ZP-A9CV",NA,NA
"TCGA-ZP-A9CY",NA,NA
"TCGA-ZP-A9CZ",NA,NA
"TCGA-ZP-A9D0",NA,NA
"TCGA-ZP-A9D1",NA,NA
"TCGA-ZP-A9D2",NA,NA
"TCGA-ZP-A9D4",NA,NA
"TCGA-ZS-A9CD",NA,NA
"TCGA-ZS-A9CE",NA,NA
"TCGA-ZS-A9CF",NA,NA
"TCGA-ZS-A9CG",NA,NA
"TCGA-2H-A9GF",0,NA
"TCGA-2H-A9GG",0,NA
"TCGA-2H-A9GH",0,NA
"TCGA-2H-A9GI",1,NA
"TCGA-2H-A9GJ",0,NA
"TCGA-2H-A9GK",0,NA
"TCGA-2H-A9GL",0,NA
"TCGA-2H-A9GM",0,NA
"TCGA-2H-A9GN",0,NA
"TCGA-2H-A9GO",0,NA
"TCGA-2H-A9GQ",0,NA
"TCGA-2H-A9GR",0,NA
"TCGA-IC-A6RE",0,NA
"TCGA-IC-A6RF",0,NA
"TCGA-IG-A3I8",0,NA
"TCGA-IG-A3QL",0,NA
"TCGA-IG-A3Y9",0,NA
"TCGA-IG-A3YA",0,NA
"TCGA-IG-A3YB",0,NA
"TCGA-IG-A3YC",0,NA
"TCGA-IG-A4P3",0,NA
"TCGA-IG-A4QS",0,NA
"TCGA-IG-A4QT",0,NA
"TCGA-IG-A50L",0,NA
"TCGA-IG-A51D",0,NA
"TCGA-IG-A5B8",0,NA
"TCGA-IG-A5S3",0,NA
"TCGA-IG-A625",0,NA
"TCGA-IG-A6QS",0,NA
"TCGA-IG-A7DP",0,NA
"TCGA-IG-A8O2",0,NA
"TCGA-IG-A97H",0,NA
"TCGA-IG-A97I",0,NA
"TCGA-JY-A6F8",0,NA
"TCGA-JY-A6FA",0,NA
"TCGA-JY-A6FB",0,NA
"TCGA-JY-A6FD",0,NA
"TCGA-JY-A6FE",0,NA
"TCGA-JY-A6FG",0,NA
"TCGA-JY-A6FH",0,NA
"TCGA-JY-A938",0,NA
"TCGA-JY-A939",0,NA
"TCGA-JY-A93C",0,NA
"TCGA-JY-A93D",0,NA
"TCGA-JY-A93E",0,NA
"TCGA-JY-A93F",0,NA
"TCGA-KH-A6WC",0,NA
"TCGA-L5-A43C",0,NA
"TCGA-L5-A43E",0,NA
"TCGA-L5-A43H",0,NA
"TCGA-L5-A43I",0,NA
"TCGA-L5-A43J",0,NA
"TCGA-L5-A43M",0,NA
"TCGA-L5-A4OE",0,NA
"TCGA-L5-A4OF",0,NA
"TCGA-L5-A4OG",0,NA
"TCGA-L5-A4OH",0,NA
"TCGA-L5-A4OI",0,NA
"TCGA-L5-A4OJ",0,NA
"TCGA-L5-A4OM",0,NA
"TCGA-L5-A4ON",0,NA
"TCGA-L5-A4OO",0,NA
"TCGA-L5-A4OP",0,NA
"TCGA-L5-A4OQ",0,NA
"TCGA-L5-A4OR",0,NA
"TCGA-L5-A4OS",0,NA
"TCGA-L5-A4OT",0,NA
"TCGA-L5-A4OU",0,NA
"TCGA-L5-A4OW",1,NA
"TCGA-L5-A4OX",0,NA
"TCGA-L5-A88S",0,NA
"TCGA-L5-A88T",0,NA
"TCGA-L5-A88V",1,NA
"TCGA-L5-A88W",0,NA
"TCGA-L5-A88Y",0,NA
"TCGA-L5-A88Z",0,NA
"TCGA-L5-A891",0,NA
"TCGA-L5-A893",0,NA
"TCGA-L5-A8NE",0,NA
"TCGA-L5-A8NF",0,NA
"TCGA-L5-A8NG",0,NA
"TCGA-L5-A8NH",0,NA
"TCGA-L5-A8NI",0,NA
"TCGA-L5-A8NJ",0,NA
"TCGA-L5-A8NK",0,NA
"TCGA-L5-A8NL",0,NA
"TCGA-L5-A8NM",0,NA
"TCGA-L5-A8NN",0,NA
"TCGA-L5-A8NQ",0,NA
"TCGA-L5-A8NR",0,NA
"TCGA-L5-A8NS",0,NA
"TCGA-L5-A8NT",0,NA
"TCGA-L5-A8NU",0,NA
"TCGA-L5-A8NV",0,NA
"TCGA-L5-A8NW",0,NA
"TCGA-L7-A56G",0,NA
"TCGA-L7-A6VZ",0,NA
"TCGA-LN-A49K",0,NA
"TCGA-LN-A49L",0,NA
"TCGA-LN-A49M",0,NA
"TCGA-LN-A49N",0,NA
"TCGA-LN-A49O",0,NA
"TCGA-LN-A49P",0,NA
"TCGA-LN-A49R",0,NA
"TCGA-LN-A49S",0,NA
"TCGA-LN-A49U",0,NA
"TCGA-LN-A49V",0,NA
"TCGA-LN-A49W",0,NA
"TCGA-LN-A49X",0,NA
"TCGA-LN-A49Y",0,NA
"TCGA-LN-A4A1",0,NA
"TCGA-LN-A4A2",0,NA
"TCGA-LN-A4A3",0,NA
"TCGA-LN-A4A4",0,NA
"TCGA-LN-A4A5",0,NA
"TCGA-LN-A4A6",0,NA
"TCGA-LN-A4A8",0,NA
"TCGA-LN-A4A9",0,NA
"TCGA-LN-A4MQ",0,NA
"TCGA-LN-A4MR",0,NA
"TCGA-LN-A5U5",0,NA
"TCGA-LN-A5U6",0,NA
"TCGA-LN-A5U7",0,NA
"TCGA-LN-A7HV",0,NA
"TCGA-LN-A7HW",0,NA
"TCGA-LN-A7HX",0,NA
"TCGA-LN-A7HY",0,NA
"TCGA-LN-A7HZ",0,NA
"TCGA-LN-A8HZ",0,NA
"TCGA-LN-A8I0",0,NA
"TCGA-LN-A8I1",0,NA
"TCGA-LN-A9FO",0,NA
"TCGA-LN-A9FP",0,NA
"TCGA-LN-A9FQ",0,NA
"TCGA-LN-A9FR",0,NA
"TCGA-M9-A5M8",1,NA
"TCGA-Q9-A6FU",0,NA
"TCGA-Q9-A6FW",0,NA
"TCGA-R6-A6DN",0,NA
"TCGA-R6-A6DQ",0,NA
"TCGA-R6-A6KZ",1,NA
"TCGA-R6-A6L4",0,NA
"TCGA-R6-A6L6",0,NA
"TCGA-R6-A6XG",0,NA
"TCGA-R6-A6XQ",0,NA
"TCGA-R6-A6Y0",0,NA
"TCGA-R6-A6Y2",0,NA
"TCGA-R6-A8W5",1,NA
"TCGA-R6-A8W8",0,NA
"TCGA-R6-A8WC",0,NA
"TCGA-R6-A8WG",0,NA
"TCGA-RE-A7BO",0,NA
"TCGA-S8-A6BV",0,NA
"TCGA-S8-A6BW",0,NA
"TCGA-V5-A7RB",0,NA
"TCGA-V5-A7RC",0,NA
"TCGA-V5-A7RE",1,NA
"TCGA-V5-AASV",0,NA
"TCGA-V5-AASW",0,NA
"TCGA-V5-AASX",0,NA
"TCGA-VR-A8EO",0,NA
"TCGA-VR-A8EP",0,NA
"TCGA-VR-A8EQ",0,NA
"TCGA-VR-A8ER",0,NA
"TCGA-VR-A8ET",0,NA
"TCGA-VR-A8EU",0,NA
"TCGA-VR-A8EW",0,NA
"TCGA-VR-A8EX",0,NA
"TCGA-VR-A8EY",0,NA
"TCGA-VR-A8EZ",0,NA
"TCGA-VR-A8Q7",0,NA
"TCGA-VR-AA4D",0,NA
"TCGA-VR-AA4G",0,NA
"TCGA-VR-AA7B",1,NA
"TCGA-VR-AA7D",0,NA
"TCGA-VR-AA7I",0,NA
"TCGA-X8-AAAR",0,NA
"TCGA-XP-A8T6",0,NA
"TCGA-XP-A8T7",0,NA
"TCGA-XP-A8T8",0,NA
"TCGA-Z6-A8JD",0,NA
"TCGA-Z6-A8JE",0,NA
"TCGA-Z6-A9VB",0,NA
"TCGA-Z6-AAPN",0,NA
"TCGA-ZR-A9CJ",0,NA
